HCPC,ProcGRP,csc,atg,atg_priority,procgrp_intensity,hcpcs_intensity,imputed_rel_wgt,status_ind,procgrp_ver,release
"63301","4860",NEUROSURGERY,INPATIENT,1,80.51469185,8885510.652,88.8551,C,2016,2
"63302","4860",NEUROSURGERY,INPATIENT,1,80.51469185,8734280.641,87.3428,C,2016,2
"63303","4860",NEUROSURGERY,INPATIENT,1,80.51469185,9306490.683,93.0649,C,2016,2
"63304","4860",NEUROSURGERY,INPATIENT,1,80.51469185,9392320.689,93.9232,C,2016,2
"63305","4860",NEUROSURGERY,INPATIENT,1,80.51469185,9768340.717,97.6834,C,2016,2
"63306","4860",NEUROSURGERY,INPATIENT,1,80.51469185,9227470.677,92.2747,C,2016,2
"63307","4860",NEUROSURGERY,INPATIENT,1,80.51469185,9250630.679,92.5063,C,2016,2
"63308","4865",NEUROSURGERY,ADDITIONAL,9,9.838074373,1306530.096,13.0653,C,2016,2
"63600","4410",NEUROSURGERY,SURG MAJOR,1,22.25304212,1888000.262,18.88,T,2016,2
"63610","4410",NEUROSURGERY,SURG MAJOR,1,22.25304212,1888000.126,18.88,T,2016,2
"63615","4395",NEUROSURGERY,SURG MAJOR,1,56.01788589,1888000.283,18.88,T,2016,2
"63620","4415",NEUROSURGERY,SURG MAJOR,1,26.29827693,4502700.331,45.027,B,2016,2
"63621","4420",NEUROSURGERY,ADDITIONAL,9,7.716895796,1027240.075,10.2724,B,2016,2
"63650","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,7113000.383,71.13,J1,2016,2
"63655","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,23546000.24,235.46,J1,2016,2
"63660","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,1963780.112,19.6378,T,2016,2
"63661","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,1888000.166,18.88,Q2,2016,2
"63662","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,2968000.243,29.68,Q2,2016,2
"63663","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,7113000.228,71.13,J1,2016,2
"63664","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,7113000.25,71.13,J1,2016,2
"63685","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,36254000.11,362.54,J1,2016,2
"63688","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,2968000.107,29.68,Q2,2016,2
"63700","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4626680.34,46.2668,C,2016,2
"63702","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,5046290.37,50.4629,C,2016,2
"63704","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,6662090.489,66.6209,C,2016,2
"63706","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,6764270.497,67.6427,C,2016,2
"63707","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,3656650.268,36.5665,C,2016,2
"63709","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4373270.321,43.7327,C,2016,2
"63710","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4286080.315,42.8608,C,2016,2
"63740","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,3765650.276,37.6565,C,2016,2
"63741","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.198,46.07,T,2016,2
"63744","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.197,46.07,T,2016,2
"63746","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.177,18.88,Q2,2016,2
"64400","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,303000.0365,3.03,T,2016,2
"64402","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,123000.0373,1.23,Q1,2016,2
"64405","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,303000.0289,3.03,T,2016,2
"64408","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,303000.03,3.03,T,2016,2
"64410","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.036,7.93,T,2016,2
"64412","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,502560.0405,5.0256,T,2016,2
"64413","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0364,7.93,T,2016,2
"64415","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,1115000.035,11.15,T,2016,2
"64416","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,1115000.023,11.15,T,2016,2
"64417","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0381,7.93,T,2016,2
"64418","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0416,7.93,T,2016,2
"64420","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0323,7.93,T,2016,2
"64421","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0433,7.93,T,2016,2
"64425","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0381,7.93,T,2016,2
"64430","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0396,7.93,T,2016,2
"64435","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0388,7.93,T,2016,2
"64445","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0393,7.93,T,2016,2
"64446","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,1115000.023,11.15,T,2016,2
"64447","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,793000.0353,7.93,T,2016,2
"64448","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,1115000.021,11.15,T,2016,2
"64449","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,1115000.025,11.15,T,2016,2
"64450","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,303000.0228,3.03,T,2016,2
"64455","2810",PODIATRY,MEDIC THER,5,3.03,303000.0136,3.03,T,2016,2
"64461","2070",PAIN MGMT,INVAS MINOR,3,11.14998119,793000.0425,7.93,T,2016,2
"64462","2075",PAIN MGMT,ADDITIONAL,9,0,0.024,0,N,2016,2
"64463","2070",PAIN MGMT,INVAS MINOR,3,11.14998119,793000.0469,7.93,T,2016,2
"64470","2040",PAIN MGMT,INVAS MINOR,3,7.617633627,717210.0664,7.1721,T,2016,2
"64472","2045",PAIN MGMT,ADDITIONAL,9,1.20E-05,364990.0288,3.6499,T,2016,2
"64475","2040",PAIN MGMT,INVAS MINOR,3,7.617633627,717210.0595,7.1721,T,2016,2
"64476","2045",PAIN MGMT,ADDITIONAL,9,1.20E-05,248710.0242,2.4871,T,2016,2
"64479","2040",PAIN MGMT,INVAS MINOR,3,7.617633627,793000.0676,7.93,T,2016,2
"64480","2045",PAIN MGMT,ADDITIONAL,9,1.20E-05,0.0324,0,N,2016,2
"64483","2040",PAIN MGMT,INVAS MINOR,3,7.617633627,793000.0629,7.93,T,2016,2
"64484","2045",PAIN MGMT,ADDITIONAL,9,1.20E-05,0.0252,0,N,2016,2
"64486","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,0.0356,0,N,2016,2
"64487","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,0.0441,0,N,2016,2
"64488","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,0.0439,0,N,2016,2
"64489","0225",ANESTHESIA,ANESTHESIA,9,5.072523623,0.0617,0,N,2016,2
"64490","2070",PAIN MGMT,INVAS MINOR,3,11.14998119,1115000.055,11.15,T,2016,2
"64491","2075",PAIN MGMT,ADDITIONAL,9,0,0.0269,0,N,2016,2
"64492","2075",PAIN MGMT,ADDITIONAL,9,0,0.0271,0,N,2016,2
"64493","2070",PAIN MGMT,INVAS MINOR,3,11.14998119,1115000.05,11.15,T,2016,2
"64494","2075",PAIN MGMT,ADDITIONAL,9,0,0.0249,0,N,2016,2
"64495","2075",PAIN MGMT,ADDITIONAL,9,0,0.025,0,N,2016,2
"64505","0230",PAIN MGMT,MEDIC THER,5,7.788838756,303000.0299,3.03,T,2016,2
"64508","0230",PAIN MGMT,MEDIC THER,5,7.788838756,303000.0178,3.03,T,2016,2
"64510","0230",PAIN MGMT,MEDIC THER,5,7.788838756,793000.0367,7.93,T,2016,2
"64517","3325",NEUROSURGERY,SURG MAJOR,1,36.92467267,1115000.053,11.15,T,2016,2
"64520","0230",PAIN MGMT,MEDIC THER,5,7.788838756,793000.0536,7.93,T,2016,2
"64530","0230",PAIN MGMT,MEDIC THER,5,7.788838756,1115000.055,11.15,T,2016,2
"64550","2900",MEDICINE,SURG MINOR,3,0.613143239,61310.0045,0.6131,A,2016,2
"64553","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,7113000.06,71.13,J1,2016,2
"64555","2895",UROLOGY,SURG MAJOR,1,78.83056153,7113000.06,71.13,J1,2016,2
"64560","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,6600000.067,66,S,2016,2
"64561","2895",UROLOGY,SURG MAJOR,1,78.83056153,7113000.232,71.13,J1,2016,2
"64565","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,7113000.054,71.13,J1,2016,2
"64566","2885",UROLOGY,INVAS MINOR,3,3.03,303000.0359,3.03,T,2016,2
"64568","3325",NEUROSURGERY,SURG MAJOR,1,36.92467267,36254000.19,362.54,J1,2016,2
"64569","3325",NEUROSURGERY,SURG MAJOR,1,36.92467267,7113000.229,71.13,J1,2016,2
"64570","3325",NEUROSURGERY,SURG MAJOR,1,36.92467267,4607000.19,46.07,Q2,2016,2
"64573","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,15793900.16,157.939,S,2016,2
"64575","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,7113000.093,71.13,J1,2016,2
"64577","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,9000000.099,90,S,2016,2
"64580","2890",PAIN MGMT,SURG MAJOR,1,114.8769394,23546000.09,235.46,J1,2016,2
"64581","2895",UROLOGY,SURG MAJOR,1,78.83056153,7113000.191,71.13,J1,2016,2
"64585","2895",UROLOGY,SURG MAJOR,1,78.83056153,2968000.07,29.68,Q2,2016,2
"64590","2895",UROLOGY,SURG MAJOR,1,78.83056153,23546000.08,235.46,J1,2016,2
"64595","2895",UROLOGY,SURG MAJOR,1,78.83056153,2968000.07,29.68,Q2,2016,2
"64600","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1115000.113,11.15,T,2016,2
"64605","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1888000.216,18.88,T,2016,2
"64610","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1888000.215,18.88,T,2016,2
"64611","3325",NEUROSURGERY,SURG MAJOR,1,36.92467267,303000.0334,3.03,T,2016,2
"64612","2845",NEUROLOGY,MEDIC THER,5,4.386723889,303000.0377,3.03,T,2016,2
"64613","2845",NEUROLOGY,MEDIC THER,5,4.386723889,459550.0515,4.5955,T,2016,2
"64614","2845",NEUROLOGY,MEDIC THER,5,4.386723889,503480.0553,5.0348,T,2016,2
"64615","2835",PAIN MGMT,MEDIC THER,5,13.55744908,303000.0414,3.03,T,2016,2
"64616","2845",NEUROLOGY,MEDIC THER,5,4.386723889,303000.0362,3.03,T,2016,2
"64617","2845",NEUROLOGY,MEDIC THER,5,4.386723889,793000.0559,7.93,T,2016,2
"64620","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1115000.059,11.15,T,2016,2
"64622","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1200000.099,12,T,2016,2
"64623","2840",PAIN MGMT,ADDITIONAL,9,2.99E-05,700000.0368,7,T,2016,2
"64626","2835",PAIN MGMT,MEDIC THER,5,13.55744908,700000.1173,7,T,2016,2
"64627","2840",PAIN MGMT,ADDITIONAL,9,2.99E-05,200000.0503,2,T,2016,2
"64630","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1115000.067,11.15,T,2016,2
"64632","2850",PODIATRY,MEDIC THER,5,8.315170156,303000.0244,3.03,T,2016,2
"64633","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1888000.121,18.88,T,2016,2
"64634","2840",PAIN MGMT,ADDITIONAL,9,2.99E-05,0.0546,0,N,2016,2
"64635","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1888000.12,18.88,T,2016,2
"64636","2840",PAIN MGMT,ADDITIONAL,9,2.99E-05,0.0496,0,N,2016,2
"64640","2850",PODIATRY,MEDIC THER,5,8.315170156,1115000.038,11.15,T,2016,2
"64642","2845",NEUROLOGY,MEDIC THER,5,4.386723889,793000.0406,7.93,T,2016,2
"64643","2845",NEUROLOGY,MEDIC THER,5,4.386723889,0.0266,0,N,2016,2
"64644","2845",NEUROLOGY,MEDIC THER,5,4.386723889,793000.0466,7.93,T,2016,2
"64645","2845",NEUROLOGY,MEDIC THER,5,4.386723889,0.0328,0,N,2016,2
"64646","2845",NEUROLOGY,MEDIC THER,5,4.386723889,303000.0431,3.03,T,2016,2
"64647","2845",NEUROLOGY,MEDIC THER,5,4.386723889,793000.0508,7.93,T,2016,2
"64650","2845",NEUROLOGY,MEDIC THER,5,4.386723889,303000.0221,3.03,T,2016,2
"64653","2845",NEUROLOGY,MEDIC THER,5,4.386723889,303000.0276,3.03,T,2016,2
"64680","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1115000.089,11.15,T,2016,2
"64681","2835",PAIN MGMT,MEDIC THER,5,13.55744908,1115000.102,11.15,T,2016,2
"64702","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.144,18.88,T,2016,2
"64704","1620",PODIATRY,SURG MAJOR,1,26.19176291,1888000.091,18.88,T,2016,2
"64708","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.144,18.88,T,2016,2
"64712","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.165,18.88,T,2016,2
"64713","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.21,18.88,T,2016,2
"64714","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.186,18.88,T,2016,2
"64716","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.156,18.88,T,2016,2
"64718","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.171,18.88,T,2016,2
"64719","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.116,18.88,T,2016,2
"64721","2880",ORTHO,SURG MAJOR,1,18.88,1888000.124,18.88,T,2016,2
"64722","2875",ORTHO,SURG MAJOR,1,16.54683926,1888000.106,18.88,T,2016,2
"64726","1620",PODIATRY,SURG MAJOR,1,26.19176291,1888000.078,18.88,T,2016,2
"64727","2875",ORTHO,SURG MAJOR,1,16.54683926,0.0537,0,N,2016,2
"64732","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.109,18.88,T,2016,2
"64734","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.119,18.88,T,2016,2
"64736","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.115,18.88,T,2016,2
"64738","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.122,18.88,T,2016,2
"64740","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.132,18.88,T,2016,2
"64742","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.14,18.88,T,2016,2
"64744","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.144,18.88,T,2016,2
"64746","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.133,18.88,T,2016,2
"64752","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1685160.141,16.8516,C,2016,2
"64755","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,3640310.267,36.4031,C,2016,2
"64760","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1975470.145,19.7547,C,2016,2
"64761","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1904300.132,19.043,T,2016,2
"64763","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.146,18.88,T,2016,2
"64766","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.175,46.07,T,2016,2
"64771","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.174,18.88,T,2016,2
"64772","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.162,18.88,T,2016,2
"64774","2855",ORTHO,SURG MAJOR,1,19.94664143,1888000.121,18.88,T,2016,2
"64776","2855",ORTHO,SURG MAJOR,1,19.94664143,1888000.113,18.88,T,2016,2
"64778","2860",ORTHO,ADDITIONAL,9,0,0.0413,0,N,2016,2
"64782","2855",ORTHO,SURG MAJOR,1,19.94664143,1888000.13,18.88,T,2016,2
"64783","2860",ORTHO,ADDITIONAL,9,0,0.0648,0,N,2016,2
"64784","2855",ORTHO,SURG MAJOR,1,19.94664143,1888000.212,18.88,T,2016,2
"64786","2855",ORTHO,SURG MAJOR,1,19.94664143,4607000.311,46.07,T,2016,2
"64787","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.0708,0,N,2016,2
"64788","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.116,18.88,T,2016,2
"64790","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.244,18.88,T,2016,2
"64792","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.352,46.07,T,2016,2
"64795","0445",GEN SURG,INVAS MAJOR,1,21.3101976,1888000.056,18.88,T,2016,2
"64802","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.192,18.88,T,2016,2
"64804","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.292,18.88,T,2016,2
"64809","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4035400.296,40.354,C,2016,2
"64818","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,2435950.179,24.3595,C,2016,2
"64820","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1888000.21,18.88,T,2016,2
"64821","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,3249000.201,32.49,T,2016,2
"64822","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,3249000.201,32.49,T,2016,2
"64823","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,1973000.229,19.73,T,2016,2
"64831","4460",ORTHO,SURG MAJOR,1,46.07,4607000.199,46.07,T,2016,2
"64832","4465",ORTHO,ADDITIONAL,9,0,0.0987,0,N,2016,2
"64834","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.215,46.07,T,2016,2
"64835","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.234,46.07,T,2016,2
"64836","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.235,46.07,T,2016,2
"64837","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.1093,0,N,2016,2
"64840","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.295,46.07,T,2016,2
"64856","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.295,46.07,T,2016,2
"64857","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.307,46.07,T,2016,2
"64858","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.328,46.07,T,2016,2
"64859","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.0742,0,N,2016,2
"64861","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.384,46.07,T,2016,2
"64862","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.452,46.07,T,2016,2
"64864","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.256,46.07,T,2016,2
"64865","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.327,46.07,T,2016,2
"64866","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4539480.333,45.3948,C,2016,2
"64868","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4004060.294,40.0406,C,2016,2
"64870","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,3940680.297,39.4068,T,2016,2
"64872","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.0354,0,N,2016,2
"64874","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.0498,0,N,2016,2
"64876","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.0512,0,N,2016,2
"64885","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.335,46.07,T,2016,2
"64886","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.378,46.07,T,2016,2
"64890","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.318,46.07,T,2016,2
"64891","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.34,46.07,T,2016,2
"64892","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.303,46.07,T,2016,2
"64893","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.331,46.07,T,2016,2
"64895","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.391,46.07,T,2016,2
"64896","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.421,46.07,T,2016,2
"64897","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.362,46.07,T,2016,2
"64898","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.397,46.07,T,2016,2
"64901","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.1622,0,N,2016,2
"64902","3445",NEUROSURGERY,ADDITIONAL,9,0.091537256,0.1911,0,N,2016,2
"64905","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.3,46.07,T,2016,2
"64907","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.401,46.07,T,2016,2
"64910","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.24,46.07,T,2016,2
"64911","3440",NEUROSURGERY,SURG MAJOR,1,98.36100056,4607000.295,46.07,T,2016,2
"64999","3325",NEUROSURGERY,SURG MAJOR,1,36.92467267,303000.0552,3.03,T,2016,2
"65091","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.18,34.05,T,2016,2
"65093","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.178,34.05,T,2016,2
"65101","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.209,34.05,T,2016,2
"65103","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.218,34.05,T,2016,2
"65105","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.241,34.05,T,2016,2
"65110","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.347,34.05,T,2016,2
"65112","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.404,34.05,T,2016,2
"65114","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.424,34.05,T,2016,2
"65125","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1900000.13,19,T,2016,2
"65130","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.207,34.05,T,2016,2
"65135","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.21,34.05,T,2016,2
"65140","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.229,34.05,T,2016,2
"65150","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.161,34.05,T,2016,2
"65155","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.24,34.05,T,2016,2
"65175","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.186,34.05,T,2016,2
"65205","4080",OPHTHAL,MEDIC THER,5,1.244982105,123000.0158,1.23,Q1,2016,2
"65210","4080",OPHTHAL,MEDIC THER,5,1.244982105,123000.0193,1.23,Q1,2016,2
"65220","4080",OPHTHAL,MEDIC THER,5,1.244982105,123000.0163,1.23,Q1,2016,2
"65222","4080",OPHTHAL,MEDIC THER,5,1.244982105,123000.0188,1.23,Q1,2016,2
"65235","4080",OPHTHAL,MEDIC THER,5,1.244982105,2367000.202,23.67,T,2016,2
"65260","4080",OPHTHAL,MEDIC THER,5,1.244982105,2367000.273,23.67,T,2016,2
"65265","4080",OPHTHAL,MEDIC THER,5,1.244982105,2367000.307,23.67,T,2016,2
"65270","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1900000.075,19,T,2016,2
"65272","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1900000.142,19,T,2016,2
"65273","3455",OPHTHAL,SURG MAJOR,1,21.32770125,1474110.108,14.7411,C,2016,2
"65275","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.164,34.05,T,2016,2
"65280","3455",OPHTHAL,SURG MAJOR,1,21.32770125,4585000.191,45.85,J1,2016,2
"65285","3455",OPHTHAL,SURG MAJOR,1,21.32770125,4585000.315,45.85,J1,2016,2
"65286","3455",OPHTHAL,SURG MAJOR,1,21.32770125,2367000.199,23.67,T,2016,2
"65290","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.139,34.05,T,2016,2
"65400","1480",OPHTHAL,SURG MAJOR,1,14.63299699,945000.1927,9.45,T,2016,2
"65410","3150",OPHTHAL,INVAS MINOR,3,19,1900000.04,19,T,2016,2
"65420","1480",OPHTHAL,SURG MAJOR,1,14.63299699,1900000.146,19,T,2016,2
"65426","1480",OPHTHAL,SURG MAJOR,1,14.63299699,1900000.185,19,T,2016,2
"65430","1080",OPHTHAL,SURG MINOR,3,3.733788732,123000.0324,1.23,Q1,2016,2
"65435","1085",OPHTHAL,SURG MINOR,3,10.66890529,945000.0225,9.45,T,2016,2
"65436","1080",OPHTHAL,SURG MINOR,3,3.733788732,1900000.11,19,T,2016,2
"65450","1085",OPHTHAL,SURG MINOR,3,10.66890529,354000.0921,3.54,T,2016,2
"65600","1085",OPHTHAL,SURG MINOR,3,10.66890529,1900000.112,19,T,2016,2
"65710","2185",OPHTHAL,SURG MAJOR,1,45.85,4585000.314,45.85,J1,2016,2
"65730","2185",OPHTHAL,SURG MAJOR,1,45.85,4585000.349,45.85,J1,2016,2
"65750","2185",OPHTHAL,SURG MAJOR,1,45.85,4585000.35,45.85,J1,2016,2
"65755","2185",OPHTHAL,SURG MAJOR,1,45.85,4585000.349,45.85,J1,2016,2
"65756","2185",OPHTHAL,SURG MAJOR,1,45.85,4585000.337,45.85,J1,2016,2
"65757","2920",OTHER,ADDITIONAL,9,0.000817809,0.0383,0,N,2016,2
"65760","1080",OPHTHAL,SURG MINOR,3,3.733788732,3777700.233,37.777,E,2016,2
"65765","1080",OPHTHAL,SURG MINOR,3,3.733788732,0,0,E,2016,2
"65767","1080",OPHTHAL,SURG MINOR,3,3.733788732,0,0,E,2016,2
"65770","1080",OPHTHAL,SURG MINOR,3,3.733788732,12747000.4,127.47,J1,2016,2
"65771","3990",OPHTHAL,SURG MAJOR,1,20.2635,2026350.18,20.2635,E,2016,2
"65772","1085",OPHTHAL,SURG MINOR,3,10.66890529,945000.1278,9.45,T,2016,2
"65775","1080",OPHTHAL,SURG MINOR,3,3.733788732,1900000.157,19,T,2016,2
"65778","3455",OPHTHAL,SURG MAJOR,1,21.32770125,945000.4059,9.45,Q2,2016,2
"65779","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.341,34.05,Q2,2016,2
"65780","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.203,34.05,T,2016,2
"65781","3455",OPHTHAL,SURG MAJOR,1,21.32770125,4585000.379,45.85,J1,2016,2
"65782","3455",OPHTHAL,SURG MAJOR,1,21.32770125,3405000.327,34.05,T,2016,2
"65785","1080",OPHTHAL,SURG MINOR,3,3.733788732,4585000.599,45.85,J1,2016,2
"65800","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.034,23.67,T,2016,2
"65805","0280",OPHTHAL,SURG MINOR,3,9.843457282,492390.048,4.9239,T,2016,2
"65810","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.132,23.67,T,2016,2
"65815","0280",OPHTHAL,SURG MINOR,3,9.843457282,2367000.181,23.67,T,2016,2
