"ProcedureName","ProcedureGroup","atg","acg","hcpcs","cpttitle"
"Lab - chemistry","2210","LABS","LABS","82946","GLUCOSE TOLERANCE TEST"
"Lab - chemistry","2210","LABS","LABS","82955","GLUC-6-PHOSPHATE DEHYDROGENASE QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","82960","GLUC-6-PHOSPHATE DEHYDROGENASE SCREEN"
"Lab - chemistry","2210","LABS","LABS","82963","ASSAY OF GLUCOSIDASE BETA"
"Lab - chemistry","2210","LABS","LABS","82965","ASSAY OF GLUTAMATE DEHYDROGENASE"
"Lab - chemistry","2210","LABS","LABS","82975","ASSAY OF GLUTAMINE"
"Lab - chemistry","2210","LABS","LABS","82977","ASSAY OF GLUTAMYLTRASE GAMMA"
"Lab - chemistry","2210","LABS","LABS","82978","ASSAY OF GLUTATHIONE"
"Lab - chemistry","2210","LABS","LABS","82979","ASSAY OF GLUTATHIONE REDUCTASE RBC"
"Lab - chemistry","2210","LABS","LABS","82980","ASSAY OF GLUTETHIMIDE"
"Lab - chemistry","2210","LABS","LABS","82985","ASSAY OF GLYCATED PROTEIN"
"Lab - chemistry","2210","LABS","LABS","83001","GONADOTROPIN FOLLICLE STIMULATING HORMONE"
"Lab - chemistry","2210","LABS","LABS","83002","GONADOTROPIN LUTEINIZING HORMONE"
"Lab - chemistry","2210","LABS","LABS","83003","ASSAY OF GROWTH HORMONE HUMAN"
"Lab - chemistry","2210","LABS","LABS","83006","GROWTH STIMULATION EXPRESSED GENE 2"
"Lab - chemistry","2210","LABS","LABS","83008","ASSAY OF GUANOSINE MONOPHOSPHATE CYCLIC"
"Lab - chemistry","2210","LABS","LABS","83009","HPYLORI BLOOD ANAL UREASE ACT NON-RADACT ISOTOPE"
"Lab - chemistry","2210","LABS","LABS","83010","ASSAY OF HAPTOGLOBIN QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83012","ASSAY OF HAPTOGLOBIN PHENOTYPES"
"Lab - chemistry","2210","LABS","LABS","83013","HPYLORI BREATH ANAL UREASE ACT NON-RADACT ISTOPE"
"Lab - chemistry","2210","LABS","LABS","83014","HPYLORI DRUG ADMINISTRATION"
"Lab - chemistry","2210","LABS","LABS","83015","HEAVY METAL SCREEN"
"Lab - chemistry","2210","LABS","LABS","83018","HEAVY METAL QUANTIATIVE EACH"
"Lab - chemistry","2210","LABS","LABS","83020","HEMOGLOBIN FRACTJ/QUANTJ ELECTROPHORESIS"
"Lab - chemistry","2210","LABS","LABS","83021","HEMOGLOBIN FRACTJ/QUANTJ CHROMOTOGRAPHY"
"Lab - chemistry","2210","LABS","LABS","83026","HEMOGLOBIN COPPER SULFATE METHOD NON-AUTOMATED"
"Lab - chemistry","2210","LABS","LABS","83030","HEMOGLOBIN F FETAL CHEMICAL"
"Lab - chemistry","2210","LABS","LABS","83033","HEMOGLOBIN F FETAL QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","83036","HEMOGLOBIN GLYCOSYLATED A1C"
"Lab - chemistry","2210","LABS","LABS","83037","HGB GLYCOSYLATED DEVICE CLEARED FDA HOME USE"
"Lab - chemistry","2210","LABS","LABS","83045","HEMOGLOBIN METHEMOGLOBIN QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","83050","HEMOGLOBIN METHEMOGLOBIN QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83051","ASSAY OF HEMOGLOBIN PLASMA"
"Lab - chemistry","2210","LABS","LABS","83055","HEMOGLOBIN SULFHEMOGLOBIN QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","83060","HEMOGLOBIN SULFHEMOGLOBIN QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83065","HEMOGLOBIN THERMOLABILE"
"Lab - chemistry","2210","LABS","LABS","83068","HEMOGLOBIN UNSTABLE SCREEN"
"Lab - chemistry","2210","LABS","LABS","83069","ASSAY OF HEMOGLOBIN URINE"
"Lab - chemistry","2210","LABS","LABS","83070","ASSAY OF HEMOSIDERIN QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","83071","ASSAY OF HEMOSIDERIN QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83080","ASSAY OF B-HEXOSAMINIDASE EACH ASSAY"
"Lab - chemistry","2210","LABS","LABS","83088","ASSAY OF HISTAMINE"
"Lab - chemistry","2210","LABS","LABS","83090","ASSAY OF HOMOCYSTEINE"
"Lab - chemistry","2210","LABS","LABS","83150","ASSAY OF HOMOVANILLIC ACID"
"Lab - chemistry","2210","LABS","LABS","83491","HYDROXYCORTICOSTEROIDS 17"
"Lab - chemistry","2210","LABS","LABS","83497","ASSAY OF HYDROXYINDOLACETIC ACID 5-HIAA"
"Lab - chemistry","2210","LABS","LABS","83498","ASSAY OF HYDROXYPROGESTERONE 17-D"
"Lab - chemistry","2210","LABS","LABS","83499","ASSAY OF HYDROXYPROGESTERONE 20-"
"Lab - chemistry","2210","LABS","LABS","83500","ASSAY OF HYDROXYPROLINE FREE"
"Lab - chemistry","2210","LABS","LABS","83505","ASSAY OF HYDROXYPROLINE TOTAL"
"Lab - chemistry","2210","LABS","LABS","83516","IMMUNOASSAY ANALYTE QUAL/SEMIQUAL MULTIPLE STEP"
"Lab - chemistry","2210","LABS","LABS","83518","IMMUNOASSAY ANALYTE QUAL/SEMIQUAL SINGLE STEP"
"Lab - chemistry","2210","LABS","LABS","83519","IMMUNOASSAY ANALYTE QUANT RADIOIMMUNOASSAY"
"Lab - chemistry","2210","LABS","LABS","83520","IMMUNOASSAY ANALYTE QUANTITATIVE NOS"
"Lab - chemistry","2210","LABS","LABS","83525","ASSAY OF INSULIN TOTAL"
"Lab - chemistry","2210","LABS","LABS","83527","ASSAY OF INSULIN FREE"
"Lab - chemistry","2210","LABS","LABS","83528","ASSAY OF INTRINSIC FACTOR"
"Lab - chemistry","2210","LABS","LABS","83540","ASSAY OF IRON"
"Lab - chemistry","2210","LABS","LABS","83550","IRON BINDING CAPACITY"
"Lab - chemistry","2210","LABS","LABS","83570","ISOCITRIC DEHYDROGENASE"
"Lab - chemistry","2210","LABS","LABS","83582","ASSAY OF KETOGENIC STEROIDS FRACTIONATION"
"Lab - chemistry","2210","LABS","LABS","83586","ASSAY OF KETOSTEROIDS 17- TOTAL"
"Lab - chemistry","2210","LABS","LABS","83593","KETOSTEROIDS 17- FRACTIONATION"
"Lab - chemistry","2210","LABS","LABS","83605","ASSAY OF LACTATE"
"Lab - chemistry","2210","LABS","LABS","83615","LACTATE DEHYDROGENASE LDH"
"Lab - chemistry","2210","LABS","LABS","83625","LACTATE DEHYDROGENASE ISOENZYMES SEP&QUAN"
"Lab - chemistry","2210","LABS","LABS","83630","LACTOFERRIN FECAL QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","83631","LACTOFERRIN FECAL QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83632","LACTOGEN HPL HUMAN CHORIONIC SOMATOMAMMOTROPIN"
"Lab - chemistry","2210","LABS","LABS","83633","LACTOSE URINE QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","83634","LACTOSE URINE QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83655","ASSAY OF LEAD"
"Lab - chemistry","2210","LABS","LABS","83661","FETAL LUNG MATURITY LECITHIN SPHINGOMYELIN RATIO"
"Lab - chemistry","2210","LABS","LABS","83662","FETAL LUNG MATURITY FOAM STABILITY TEST"
"Lab - chemistry","2210","LABS","LABS","83663","FETAL LUNG MATURITY FLUORESCENCE POLARIZATION"
"Lab - chemistry","2210","LABS","LABS","83664","FETAL LUNG MATURITY LAMELLAR BODY DENSITY"
"Lab - chemistry","2210","LABS","LABS","83670","LEUCINE AMINOPEPTIDASE LAP"
"Lab - chemistry","2210","LABS","LABS","83690","ASSAY OF LIPASE"
"Lab - chemistry","2210","LABS","LABS","83695","LIPOPROTEIN (A)"
"Lab - chemistry","2210","LABS","LABS","83698","LIPOPROTEIN-ASSOCIATED PHOSPHOLIPASE A2"
"Lab - chemistry","2210","LABS","LABS","83700","LIPOPROTEIN BLOOD ELECTROPHORECTIC SEP&QUAN"
"Lab - chemistry","2210","LABS","LABS","83701","LIPOPROTEIN BLOOD HIGH RESOLTJ&QUANTJ SUBCLASS"
"Lab - chemistry","2210","LABS","LABS","83704","LIPOPROTEIN BLOOD QUAN NUMBERS&SUBCLASSES"
"Lab - chemistry","2210","LABS","LABS","83715","LIPOPROTEIN, BLOOD; ELECTROPHORETIC SEPARATION & QUANTITATION"
"Lab - chemistry","2210","LABS","LABS","83716","LIPOPROTEIN, BLOOD; HIGH RESOLUTION FRACTIONATION & QUANTITATION, LIPOPROTEIN,W/WO SUBCLASSES"
"Lab - chemistry","2210","LABS","LABS","83718","LIPOPROTEIN DIR MEAS HIGH DENSITY CHOLESTEROL"
"Lab - chemistry","2210","LABS","LABS","83719","LIPOPROTEIN DIRECT MEASUREMENT VLDL CHOLESTEROL"
"Lab - chemistry","2210","LABS","LABS","83721","LIPOPROTEIN DIRECT MEASUREMENT LDL CHOLESTEROL"
"Lab - chemistry","2210","LABS","LABS","83727","LUTEINIZING RELEASING FACTOR"
"Lab - chemistry","2210","LABS","LABS","83735","ASSAY OF MAGNESIUM"
"Lab - chemistry","2210","LABS","LABS","83775","ASSAY OF MALATE DEHYDROGENASE"
"Lab - chemistry","2210","LABS","LABS","83785","ASSAY OF MANGANESE"
"Lab - chemistry","2210","LABS","LABS","83788","MASS SPECT&TANDEM MASS SPECT ANAL QUAL EA SPEC"
"Lab - chemistry","2210","LABS","LABS","83789","MASS SPECT&TANDEM MASS SPECT ANAL QUAN EA SPEC"
"Lab - chemistry","2210","LABS","LABS","83805","ASSAY OF MEPROBAMATE"
"Lab - chemistry","2210","LABS","LABS","83825","ASSAY OF MERCURY QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83835","METANEPHRINES"
"Lab - chemistry","2210","LABS","LABS","83840","METHADONE"
"Lab - chemistry","2210","LABS","LABS","83857","METHEMALBUMIN"
"Lab - chemistry","2210","LABS","LABS","83858","METHSUXIMIDE"
"Lab - chemistry","2210","LABS","LABS","83861","MICROFLUIDIC ANALYSIS TEAR OSMOLARITY"
"Lab - chemistry","2210","LABS","LABS","83864","MUCOPOLYSACCHARIDES ACID QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83866","MUCOPOLYSACCHARIDES ACID SCREEN"
"Lab - chemistry","2210","LABS","LABS","83872","MUCIN SYNOVIAL FLUID ROPES TEST"
"Lab - chemistry","2210","LABS","LABS","83873","MYELIN BASIC PROTEIN CEREBROSPINAL FLUID"
"Lab - chemistry","2210","LABS","LABS","83874","MYOGLOBIN"
"Lab - chemistry","2210","LABS","LABS","83876","MYELOPEROXIDASE MPO"
"Lab - chemistry","2210","LABS","LABS","83880","NATRIURETIC PEPTIDE"
"Lab - chemistry","2210","LABS","LABS","83883","ASSAY OF NEPHELOMETRY EACH ANALYTE NES"
"Lab - chemistry","2210","LABS","LABS","83885","ASSAY OF NICKEL"
"Lab - chemistry","2210","LABS","LABS","83887","ASSAY OF NICOTINE"
"Lab - chemistry","2210","LABS","LABS","83890","MOLEC DIAG ISOL/XTRJ EA NUCLEIC ACID TYPE"
"Lab - chemistry","2210","LABS","LABS","83891","MOLEC ISOL/XTRJ HP NUCLEIC ACID EA TYPE"
"Lab - chemistry","2210","LABS","LABS","83892","MOLEC ENZYMATIC DIGESTION EA ENZYME TX"
"Lab - chemistry","2210","LABS","LABS","83893","MOLEC DOT/SLOT BLOT EA NUCLEIC ACID PREPJ"
"Lab - chemistry","2210","LABS","LABS","83894","MOLEC SEP GEL ELECTROPHORESIS EACH PREPJ"
"Lab - chemistry","2210","LABS","LABS","83896","MOLECULAR DX NUCLEIC ACID PROBE EACH"
"Lab - chemistry","2210","LABS","LABS","83897","MOLEC NUCLEIC ACID TR EA NUCLEIC ACID PREPJ"
"Lab - chemistry","2210","LABS","LABS","83898","MOLECULAR DX AMPLIFICATION TARGET EA SEQUENCE"
"Lab - chemistry","2210","LABS","LABS","83900","MOLECULAR DX AMP TARGET MULTIPLEX 1ST 2 SEQ"
"Lab - chemistry","2210","LABS","LABS","83902","MOLECULAR DIAGNOSTICS REVERSE TRANSCRIPTION"
"Lab - chemistry","2210","LABS","LABS","83903","MOLEC MUTATION SCANNING PROPERTIES 1 SGM EACH"
"Lab - chemistry","2210","LABS","LABS","83904","MOLEC MUTATION ID SEQUENCING 1 SGM EA SGM"
"Lab - chemistry","2210","LABS","LABS","83905","MOLEC MUTATION ALLELE TRANSCRIPTION 1 SGM EA"
"Lab - chemistry","2210","LABS","LABS","83906","MOLEC MUTATION ALLELE SPEC TRANSLATION 1 SGM EA"
"Lab - chemistry","2210","LABS","LABS","83907","MOLEC DX LYSIS CELLS PRIOR NUCLEIC ACID EXTRTJ"
"Lab - chemistry","2210","LABS","LABS","83908","MOLECULAR DX AMPLIFICATION SIGNAL EACH SEQUENCE"
"Lab - chemistry","2210","LABS","LABS","83909","MOLEC SEP&ID HI RESOLU TQ EACH NUCLEIC ACID PREP"
"Lab - chemistry","2210","LABS","LABS","83912","MOLECULAR DIAGNOSTICS INTERPRETATION & REPORT"
"Lab - chemistry","2210","LABS","LABS","83913","MOLECULAR DIAGNOSTICS RNA STABILIZATION"
"Lab - chemistry","2210","LABS","LABS","83914","MUTATION ID ENZYMATIC LIG/PRIMER XTN 1 SGM EA"
"Lab - chemistry","2210","LABS","LABS","83915","ASSAY OF NUCLEOTIDASE 5'-"
"Lab - chemistry","2210","LABS","LABS","83916","OLIGOCLONAL IMMUNE"
"Lab - chemistry","2210","LABS","LABS","83918","ORGANIC ACIDS TOTAL QUANTITATIVE EACH SPECIMEN"
"Lab - chemistry","2210","LABS","LABS","83919","ORGANIC ACIDS QUALITATIVE EACH SPECIMEN"
"Lab - chemistry","2210","LABS","LABS","83921","ORGANIC ACID 1 QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","83925","OPIATE(S) DRUG AND METABOLITES EACH PROCEDURE"
"Lab - chemistry","2210","LABS","LABS","83930","ASSAY OF OSMOLALITY BLOOD"
"Lab - chemistry","2210","LABS","LABS","83935","ASSAY OF OSMOLALITY URINE"
"Lab - chemistry","2210","LABS","LABS","83937","ASSAY OF OSTEOCALCIN"
"Lab - chemistry","2210","LABS","LABS","83945","ASSAY OF OXALATE"
"Lab - chemistry","2210","LABS","LABS","83950","ONCOPROTEIN HER-2/NEU"
"Lab - chemistry","2210","LABS","LABS","83951","ONCOPROTEIN DES-GAMMA-CARBOXY-PROTHROMBIN DCP"
"Lab - chemistry","2210","LABS","LABS","83970","ASSAY OF PARATHORMONE"
"Lab - chemistry","2210","LABS","LABS","83986","PH BODY FLUID NOT ELSEWHERE SPECIFIED"
"Lab - chemistry","2210","LABS","LABS","83987","PH EXHALED BREATH CONDENSATE"
"Lab - chemistry","2210","LABS","LABS","83992","ASSAY OF PHENCYCLIDINE"
"Lab - chemistry","2210","LABS","LABS","83993","ASSAY OF CALPROTECTIN FECAL"
"Lab - chemistry","2210","LABS","LABS","84022","ASSAY OF PHENOTHIAZINE"
"Lab - chemistry","2210","LABS","LABS","84030","ASSAY OF PHENYLALANINE BLOOD"
"Lab - chemistry","2210","LABS","LABS","84035","ASSAY OF PHENYLKETONES QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","84060","ASSAY OF PHOSPHATASE ACID TOTAL"
"Lab - chemistry","2210","LABS","LABS","84061","PHOSPHATASE ACID FORENSIC EXAMINATION"
"Lab - chemistry","2210","LABS","LABS","84066","ASSAY OF PHOSPHATASE ACID PROSTATIC"
"Lab - chemistry","2210","LABS","LABS","84075","ASSAY OF PHOSPHATASE ALKALINE"
"Lab - chemistry","2210","LABS","LABS","84078","ASSAY OF PHOSPHATASE ALKALINE HEAT STABLE"
"Lab - chemistry","2210","LABS","LABS","84080","ASSAY OF PHOSPHATASE ALKALINE ISOENZYMES"
"Lab - chemistry","2210","LABS","LABS","84081","PHOSPHATIDYLGLYCEROL"
"Lab - chemistry","2210","LABS","LABS","84085","PHOSPHOGLUCONATE 6-DEHYD RBC"
"Lab - chemistry","2210","LABS","LABS","84087","ASSAY OF PHOSPHOHEXOSE ISOMERASE"
"Lab - chemistry","2210","LABS","LABS","84100","ASSAY OF PHOSPHORUS INORGANIC"
"Lab - chemistry","2210","LABS","LABS","84105","ASSAY OF PHOSPHORUS INORGANIC URINE"
"Lab - chemistry","2210","LABS","LABS","84106","PORPHOBILINOGEN URINE QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","84110","ASSAY OF PORPHOBILINOGEN URINE QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84112","EVAL C/V AMNIOTIC FLUID PROTEIN QUAL EA SPECIMEN"
"Lab - chemistry","2210","LABS","LABS","84119","PORPHYRINS URINE QUALITATAIVE"
"Lab - chemistry","2210","LABS","LABS","84120","PORPHYRINS URINE QUANTITATION & FRACTIONATION"
"Lab - chemistry","2210","LABS","LABS","84126","PORPHYRINS FECES QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84127","PORPHYRINS FECES QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","84132","POTASSIUM SERUM PLASMA/WHOLE BLOOD"
"Lab - chemistry","2210","LABS","LABS","84133","POTASSIUM URINE"
"Lab - chemistry","2210","LABS","LABS","84134","PREALBUMIN"
"Lab - chemistry","2210","LABS","LABS","84135","PREGNANEDIOL"
"Lab - chemistry","2210","LABS","LABS","84138","PREGNANETRIOL"
"Lab - chemistry","2210","LABS","LABS","84140","PREGNENOLONE"
"Lab - chemistry","2210","LABS","LABS","84143","17-HYDROXYPREGNENOLONE"
"Lab - chemistry","2210","LABS","LABS","84144","ASSAY OF PROGESTERONE"
"Lab - chemistry","2210","LABS","LABS","84145","PROCALCITONIN (PCT)"
"Lab - chemistry","2210","LABS","LABS","84146","ASSAY OF PROLACTIN"
"Lab - chemistry","2210","LABS","LABS","84150","ASSAY OF PROSTAGLNDIN EACH"
"Lab - chemistry","2210","LABS","LABS","84155","PROTEIN XCPT REFRACTOMETRY SERUM PLASMA/WHL BLD"
"Lab - chemistry","2210","LABS","LABS","84156","PROTEIN TOTAL XCPT REFRACTOMETRY URINE"
"Lab - chemistry","2210","LABS","LABS","84157","PROTEIN TOTAL XCPT REFRACTOMETRY OTH SRC"
"Lab - chemistry","2210","LABS","LABS","84160","PROTEIN TOTAL REFRACTOMETRY ANY SRC"
"Lab - chemistry","2210","LABS","LABS","84163","PREGNANCY-ASSOCIATED PLASMA PROTEIN-A"
"Lab - chemistry","2210","LABS","LABS","84165","PROTEIN ELECTROPHORETIC FRACTJ&QUANTJ SERUM"
"Lab - chemistry","2210","LABS","LABS","84166","PROTEIN ELECTROP FXJ&QUAN OTH FLUS CONCENTRATI"
"Lab - chemistry","2210","LABS","LABS","84181","PROTEIN WESTRN BLOT I&R BLOOD/OTHER FLUID"
"Lab - chemistry","2210","LABS","LABS","84182","PROTEIN WESTRN BLOT BLOOD/OTH FLU IMMUNOLOGICAL"
"Lab - chemistry","2210","LABS","LABS","84202","PROTOPORPHYRIN RBC QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84203","PROTOPORPHYRIN RBC SCREEN"
"Lab - chemistry","2210","LABS","LABS","84206","ASSAY OF PROINSULIN"
"Lab - chemistry","2210","LABS","LABS","84207","ASSAY OF PYRIDOXAL PHOSPHATE"
"Lab - chemistry","2210","LABS","LABS","84210","ASSAY OF PYRUVATE"
"Lab - chemistry","2210","LABS","LABS","84220","ASSAY OF PYRUVATE KINASE"
"Lab - chemistry","2210","LABS","LABS","84228","ASSAY OF QUININE"
"Lab - chemistry","2210","LABS","LABS","84233","ASSAY OF RECEPTOR ASSAY ESTROGEN"
"Lab - chemistry","2210","LABS","LABS","84234","ASSAY OF RECEPTOR ASSAY PROGESTERONE"
"Lab - chemistry","2210","LABS","LABS","84235","RECEPTOR ASSAY ENDOCRINE OTH/THN ESTRGN/PROGST"
"Lab - chemistry","2210","LABS","LABS","84238","RECEPTOR ASSAY NON-ENDOCRINE SPECIFY RECEPTOR"
"Lab - chemistry","2210","LABS","LABS","84244","ASSAY OF RENIN"
"Lab - chemistry","2210","LABS","LABS","84252","ASSAY OF RIBOFLAVIN-VITAMIN B-2"
"Lab - chemistry","2210","LABS","LABS","84255","ASSAY OF SELENIUM"
"Lab - chemistry","2210","LABS","LABS","84260","ASSAY OF SEROTONIN"
"Lab - chemistry","2210","LABS","LABS","84270","ASSAY OF SEX HORMONE BINDING GLOBULIN"
"Lab - chemistry","2210","LABS","LABS","84275","ASSAY OF SIALIC ACID"
"Lab - chemistry","2210","LABS","LABS","84285","ASSAY OF SILICA"
"Lab - chemistry","2210","LABS","LABS","84295","SODIUM SERUM PLASMA OR WHOLE BLOOD"
"Lab - chemistry","2210","LABS","LABS","84300","ASSAY OF URINE SODIUM"
"Lab - chemistry","2210","LABS","LABS","84302","ASSAY OF SODIUM OTHER SOURCE"
"Lab - chemistry","2210","LABS","LABS","84305","ASSAY OF SOMATOMEDIN"
"Lab - chemistry","2210","LABS","LABS","84307","ASSAY OF SOMATOSTATIN"
"Lab - chemistry","2210","LABS","LABS","84311","SPECTROPHOTOMETRY ANALYT NOT ELSEWHERE SPECIFIED"
"Lab - chemistry","2210","LABS","LABS","84315","SPECIFIC GRAVITY EXCEPT URINE"
"Lab - chemistry","2210","LABS","LABS","84375","SUGARS CHROMATOGRAPHIC TLC/PAPER CHROMATOGRAPHY"
"Lab - chemistry","2210","LABS","LABS","84376","SUGARS MONO DI&OLIGOS 1 QUALITATAIVE EACH SPEC"
"Lab - chemistry","2210","LABS","LABS","84377","SUGARS MONO DI&OLIGOS MLT QUALITATIVE EACH SPE"
"Lab - chemistry","2210","LABS","LABS","84378","SUGARS MONO DI&OLIGOS 1 QUANTITATIVE EACH SPEC"
"Lab - chemistry","2210","LABS","LABS","84379","SUGARS MONO DI&OLIGOS MLT QUANTITATIVE EA SPEC"
"Lab - chemistry","2210","LABS","LABS","84392","ASSAY OF SULFATE URINE"
"Lab - chemistry","2210","LABS","LABS","84402","ASSAY OF TESTOSTERONE FREE"
"Lab - chemistry","2210","LABS","LABS","84403","ASSAY OF TESTOSTERONE TOTAL"
"Lab - chemistry","2210","LABS","LABS","84425","ASSAY OF THIAMINE-VITAMIN B-1"
"Lab - chemistry","2210","LABS","LABS","84430","ASSAY OF THIOCYANATE"
"Lab - chemistry","2210","LABS","LABS","84431","THROMBOXANE METABOLITE W/WO THROMBOXANE URINE"
"Lab - chemistry","2210","LABS","LABS","84432","ASSAY OF THYROGLOBULIN"
"Lab - chemistry","2210","LABS","LABS","84436","ASSAY OF THYROXINE TOTAL"
"Lab - chemistry","2210","LABS","LABS","84437","ASSAY OF THYROXINE REQUIRING ELUTION"
"Lab - chemistry","2210","LABS","LABS","84439","ASSAY OF FREE THYROXINE"
"Lab - chemistry","2210","LABS","LABS","84442","ASSAY OF THYROXINE BINDING GLOBULIN"
"Lab - chemistry","2210","LABS","LABS","84443","ASSAY OF THYROID STIMULATING HORMONE TSH"
"Lab - chemistry","2210","LABS","LABS","84445","THYROID STIMULATING IMMUNE GLOBULINS TSI"
"Lab - chemistry","2210","LABS","LABS","84446","ASSAY OF TOCOPHEROL ALPHA VITAMIN E"
"Lab - chemistry","2210","LABS","LABS","84449","ASSAY OF TRANSCORTIN CORTISOL BINDING GLOBULIN"
"Lab - chemistry","2210","LABS","LABS","84450","TRANSFERASE ASPARTATE AMINO AST SGOT"
"Lab - chemistry","2210","LABS","LABS","84460","TRANSFERASE ALANINE AMINO ALT SGPT"
"Lab - chemistry","2210","LABS","LABS","84466","ASSAY OF L7383TRANSFERRIN"
"Lab - chemistry","2210","LABS","LABS","84478","ASSAY OF TRIGLYCERIDES"
"Lab - chemistry","2210","LABS","LABS","84479","THYROID HORM UPTK/THYROID HORMONE BINDING RATIO"
"Lab - chemistry","2210","LABS","LABS","84480","ASSAY OF TRIIODOTHYRONINE T3 TOTAL TT3"
"Lab - chemistry","2210","LABS","LABS","84481","ASSAY OF TRIIODOTHYRONINE T3 FREE"
"Lab - chemistry","2210","LABS","LABS","84482","TRIIODOTHYRONINE T3 REVERSE"
"Lab - chemistry","2210","LABS","LABS","84484","ASSAY OF TROPONIN QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84485","ASSAY OF TRYPSIN DUODENAL FLUID"
"Lab - chemistry","2210","LABS","LABS","84488","ASSAY OF TRYPSIN FECES QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","84490","TRYPSIN FECES QUANTITATIVE 24-HR COLLECTION"
"Lab - chemistry","2210","LABS","LABS","84510","ASSAY OF TYROSINE"
"Lab - chemistry","2210","LABS","LABS","84512","ASSAY OF TROPONIN QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","84520","ASSAY OF UREA NITROGEN QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84525","ASSAY OF UREA NITROGEN SEMIQUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84540","ASSAY OF UREA NITROGEN URINE"
"Lab - chemistry","2210","LABS","LABS","84545","UREA NITROGEN CLEARANCE"
"Lab - chemistry","2210","LABS","LABS","84550","ASSAY OF BLOOD/URIC ACID"
"Lab - chemistry","2210","LABS","LABS","84560","ASSAY OF URIC ACID OTHER SOURCE"
"Lab - chemistry","2210","LABS","LABS","84577","ASSAY OF UROBILINOGEN FECES QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84578","ASSAY OF UROBILINOGEN URINE QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","84580","UROBILINOGEN URINE QUANTITATIVE TIMED SPECIMEN"
"Lab - chemistry","2210","LABS","LABS","84583","ASSAY OF UROBILINOGEN URINE SEMIQUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84585","ASSAY OF VANILLYLMANDELIC ACID URINE"
"Lab - chemistry","2210","LABS","LABS","84586","ASSAY OF VASOACTIVE INTESTINAL PEPTIDE"
"Lab - chemistry","2210","LABS","LABS","84588","ASSAY OF VASOPRESSIN ANTI-DIURETIC HORMONE"
"Lab - chemistry","2210","LABS","LABS","84590","ASSAY OF VITAMIN A"
"Lab - chemistry","2210","LABS","LABS","84591","ASSAY OF VITAMIN NOT OTHERWISE SPECIFIED"
"Lab - chemistry","2210","LABS","LABS","84597","ASSAY OF VITAMIN K"
"Lab - chemistry","2210","LABS","LABS","84600","ASSAY OF VOLATILES"
"Lab - chemistry","2210","LABS","LABS","84620","XYLOSE ABSORPTION TEST BLOOD &/URINE"
"Lab - chemistry","2210","LABS","LABS","84630","ASSAY OF ZINC"
"Lab - chemistry","2210","LABS","LABS","84681","ASSAY OF C-PEPTIDE"
"Lab - chemistry","2210","LABS","LABS","84702","GONADOTROPIN CHORIONIC QUANTITATIVE"
"Lab - chemistry","2210","LABS","LABS","84703","GONADOTROPIN CHORIONIC QUALITATIVE"
"Lab - chemistry","2210","LABS","LABS","84704","GONADOTROPIN CHORIONIC HCG FREE BETA CHAIN"
"Lab - chemistry","2210","LABS","LABS","84830","OVULATION TEST VISUAL COLOR COMPARISON HLH"
"Lab - chemistry","2210","LABS","LABS","84999","UNLISTED CHEMISTRY PROCEDURE"
"Lab - chemistry","2210","LABS","LABS","88749","UNLISTED IN VIVO LABORTORY SERVICE"
"Lab - chemistry","2210","LABS","LABS","S3618","Blood chemistry-free beta HCG"
"Lab - chemistry - additional","2215","ADDITIONAL","LABS","83901","MOLECULAR DX AMP TARGET MULTIPLEX EA ADDL SEQ"
"Lab - cholesterol","2220","LABS","LABS","82465","CHOLESTEROL SERUM/WHOLE BLOOD TOTAL"
"Lab - comprehensive metabolic panel","2225","LABS","LABS","80053","COMPREHENSIVE METABOLIC PANEL"
